transaction_id,customer_id,transaction_date,amount,transaction_type
207,12,2025-10-07,34.99,subscription
208,12,2025-11-06,34.99,subscription
209,12,2025-12-06,34.99,subscription
210,12,2026-01-05,34.99,subscription
211,12,2026-02-04,34.99,subscription
212,12,2026-03-06,34.99,subscription
213,12,2026-03-20,9.88,add_on
214,13,2025-08-18,34.99,subscription
215,13,2025-09-17,34.99,subscription
216,13,2025-10-17,34.99,subscription
217,13,2025-11-16,34.99,subscription
218,13,2025-12-16,34.99,subscription
219,13,2026-01-15,34.99,subscription
220,13,2026-02-14,27.99,subscription
221,13,2026-03-16,34.99,subscription
222,14,2024-03-23,9.99,subscription
223,14,2024-04-22,9.99,subscription
224,14,2024-05-22,9.99,subscription
225,14,2024-06-21,9.99,subscription
226,14,2024-07-21,9.99,subscription
227,14,2024-08-09,9.9,add_on
228,14,2024-08-20,9.99,subscription
229,14,2024-08-31,18.72,add_on
230,14,2024-09-19,9.99,subscription
231,14,2024-10-19,9.99,subscription
232,14,2024-11-18,9.99,subscription
233,14,2024-12-18,7.99,subscription
234,14,2025-01-17,9.99,subscription
235,14,2025-02-16,9.99,subscription
236,14,2025-03-18,9.99,subscription
237,14,2025-04-17,9.99,subscription
238,14,2025-05-17,9.99,subscription
239,14,2025-06-16,9.99,subscription
240,14,2025-07-16,7.99,subscription
241,14,2025-08-15,9.99,subscription
242,14,2025-09-14,9.99,subscription
243,14,2025-10-14,9.99,subscription
244,14,2025-11-13,9.99,subscription
245,14,2025-12-13,9.99,subscription
246,14,2026-01-12,9.99,subscription
247,14,2026-02-11,9.99,subscription
248,14,2026-03-13,9.99,subscription
249,15,2025-05-17,7.99,subscription
250,15,2025-06-16,7.99,subscription
251,15,2025-07-16,9.99,subscription
252,15,2025-08-15,9.99,subscription
253,15,2025-09-14,7.99,subscription
254,15,2025-10-14,9.99,subscription
255,15,2025-11-13,9.99,subscription
256,15,2025-12-13,9.99,subscription
257,15,2026-01-12,7.99,subscription
258,15,2026-02-11,9.99,subscription
259,15,2026-03-13,9.99,subscription
260,16,2025-03-04,9.99,subscription
261,16,2025-04-03,9.99,subscription
262,16,2025-05-03,9.99,subscription
263,16,2025-05-11,15.96,add_on
264,16,2025-06-02,9.99,subscription
265,16,2025-07-02,9.99,subscription
266,16,2025-08-01,9.99,subscription
267,16,2025-08-31,9.99,subscription
268,16,2025-09-30,7.99,subscription
269,16,2025-10-30,7.99,subscription
270,16,2025-11-29,9.99,subscription
271,17,2025-04-19,34.99,subscription
272,17,2025-05-19,34.99,subscription
273,17,2025-06-18,27.99,subscription
274,17,2025-07-18,34.99,subscription
275,17,2025-08-17,34.99,subscription
276,17,2025-09-16,34.99,subscription
277,17,2025-10-16,34.99,subscription
278,17,2025-11-15,34.99,subscription
279,17,2025-12-15,34.99,subscription
280,17,2026-01-14,27.99,subscription
281,17,2026-02-13,34.99,subscription
282,17,2026-02-27,15.89,add_on
283,17,2026-03-15,34.99,subscription
284,18,2024-01-07,19.99,subscription
285,18,2024-01-20,17.74,add_on
286,18,2024-02-06,19.99,subscription
287,18,2024-03-07,19.99,subscription
288,18,2024-04-06,19.99,subscription
289,18,2024-05-06,19.99,subscription
290,18,2024-06-05,19.99,subscription
291,18,2024-07-05,15.99,subscription
292,18,2024-08-04,19.99,subscription
293,18,2024-09-03,19.99,subscription
294,18,2024-10-03,19.99,subscription
295,18,2024-11-02,19.99,subscription
296,18,2024-12-02,19.99,subscription
297,18,2025-01-01,19.99,subscription
298,18,2025-01-31,19.99,subscription
299,18,2025-03-02,19.99,subscription
300,18,2025-04-01,19.99,subscription
301,18,2025-05-01,15.99,subscription
302,18,2025-05-31,19.99,subscription
303,18,2025-06-30,19.99,subscription
304,18,2025-07-30,19.99,subscription
305,18,2025-08-18,22.05,add_on
306,18,2025-08-29,19.99,subscription
307,18,2025-09-28,19.99,subscription
308,18,2025-10-28,19.99,subscription
309,18,2025-11-27,15.99,subscription
310,18,2025-12-27,19.99,subscription
311,18,2026-01-26,19.99,subscription
312,18,2026-02-25,19.99,subscription
313,18,2026-03-27,19.99,subscription
314,19,2025-09-17,19.99,subscription
315,19,2025-10-17,19.99,subscription
316,19,2025-11-16,19.99,subscription
317,19,2025-12-16,19.99,subscription
318,19,2026-01-15,19.99,subscription
319,19,2026-02-14,19.99,subscription
320,19,2026-03-16,19.99,subscription
321,20,2025-08-24,9.99,subscription
322,20,2025-09-23,9.99,subscription
323,20,2025-10-23,9.99,subscription
324,20,2025-11-22,9.99,subscription
325,20,2025-12-22,9.99,subscription
326,20,2026-01-21,9.99,subscription
327,20,2026-02-20,9.99,subscription
328,20,2026-03-22,9.99,subscription
329,21,2024-07-30,34.99,subscription
330,21,2024-08-29,27.99,subscription
331,21,2024-09-28,27.99,subscription
332,21,2024-10-28,34.99,subscription
333,21,2024-11-27,34.99,subscription
334,21,2024-12-04,19.34,add_on
335,21,2024-12-27,34.99,subscription
336,21,2025-01-13,11.58,add_on
337,21,2025-01-26,34.99,subscription
338,21,2025-02-25,34.99,subscription
339,21,2025-03-27,34.99,subscription
340,21,2025-04-26,34.99,subscription
341,21,2025-05-06,12.52,add_on
342,21,2025-05-26,34.99,subscription
343,21,2025-06-25,34.99,subscription
344,21,2025-06-30,11.47,add_on
345,21,2025-07-25,34.99,subscription
346,21,2025-08-24,34.99,subscription
347,21,2025-09-23,34.99,subscription
348,21,2025-10-23,34.99,subscription
349,21,2025-11-11,23.08,add_on
350,21,2025-11-22,34.99,subscription
351,21,2025-12-22,34.99,subscription
352,21,2026-01-21,34.99,subscription
353,21,2026-02-20,34.99,subscription
354,21,2026-03-22,34.99,subscription
355,22,2024-08-28,19.99,subscription
356,22,2024-09-27,19.99,subscription
357,22,2024-09-30,20.71,add_on
358,22,2024-10-27,19.99,subscription
359,22,2024-11-26,19.99,subscription
360,22,2024-12-26,19.99,subscription
361,22,2025-01-25,19.99,subscription
362,22,2025-02-24,19.99,subscription
363,22,2025-03-26,19.99,subscription
364,22,2025-04-25,19.99,subscription
365,22,2025-04-30,15.88,add_on
366,22,2025-05-25,19.99,subscription
367,22,2025-06-24,19.99,subscription
368,22,2025-07-24,15.99,subscription
369,22,2025-08-23,15.99,subscription
370,22,2025-09-22,19.99,subscription
371,22,2025-10-22,19.99,subscription
372,22,2025-11-21,19.99,subscription
373,22,2025-12-21,19.99,subscription
374,22,2026-01-20,19.99,subscription
375,22,2026-02-19,19.99,subscription
376,22,2026-03-21,19.99,subscription
377,23,2024-11-05,9.99,subscription
378,23,2024-12-05,9.99,subscription
379,23,2025-01-04,9.99,subscription
380,23,2025-02-03,9.99,subscription
381,23,2025-03-05,7.99,subscription
382,23,2025-04-04,9.99,subscription
383,23,2025-05-04,9.99,subscription
384,23,2025-06-03,9.99,subscription
385,23,2025-07-03,9.99,subscription
386,23,2025-08-02,9.99,subscription
387,23,2025-09-01,9.99,subscription
388,23,2025-10-01,9.99,subscription
389,23,2025-10-31,9.99,subscription
390,23,2025-11-30,9.99,subscription
391,23,2025-12-30,9.99,subscription
392,23,2026-01-29,7.99,subscription
393,23,2026-02-28,9.99,subscription
394,23,2026-03-30,9.99,subscription
395,24,2024-10-16,34.99,subscription
396,24,2024-11-15,34.99,subscription
397,24,2024-12-15,34.99,subscription
398,24,2025-01-14,34.99,subscription
399,24,2025-02-13,34.99,subscription
400,24,2025-03-15,34.99,subscription
401,24,2025-04-14,34.99,subscription
402,24,2025-05-14,34.99,subscription
403,24,2025-06-13,34.99,subscription
404,24,2025-07-13,34.99,subscription
405,24,2025-08-12,34.99,subscription
406,24,2025-09-11,34.99,subscription
407,24,2025-10-11,34.99,subscription
408,24,2025-11-10,34.99,subscription
409,24,2025-12-10,27.99,subscription
410,24,2026-01-09,34.99,subscription
411,24,2026-01-18,9.67,add_on
412,24,2026-02-08,34.99,subscription
413,24,2026-02-19,6.63,add_on
414,24,2026-03-10,34.99,subscription
415,25,2025-03-04,19.99,subscription
416,25,2025-04-03,19.99,subscription
417,26,2025-09-05,27.99,subscription
418,26,2025-09-18,14.14,add_on
419,26,2025-10-05,34.99,subscription
420,26,2025-11-04,34.99,subscription
421,26,2025-12-04,34.99,subscription
422,27,2024-12-14,9.99,subscription
423,27,2025-01-13,9.99,subscription
424,27,2025-02-12,7.99,subscription
425,28,2024-01-03,34.99,subscription
426,28,2024-01-07,19.07,add_on
427,28,2024-02-02,34.99,subscription
428,28,2024-03-03,34.99,subscription
429,28,2024-04-02,34.99,subscription
430,28,2024-05-02,34.99,subscription
431,28,2024-06-01,34.99,subscription
432,28,2024-07-01,34.99,subscription
433,28,2024-07-31,34.99,subscription
434,28,2024-08-30,34.99,subscription
435,28,2024-09-29,34.99,subscription
436,28,2024-10-29,34.99,subscription
437,28,2024-11-28,34.99,subscription
438,28,2024-12-28,34.99,subscription
439,28,2025-01-27,34.99,subscription
440,28,2025-02-26,34.99,subscription
441,28,2025-03-28,34.99,subscription
442,28,2025-04-27,34.99,subscription
443,28,2025-05-27,34.99,subscription
444,28,2025-06-26,34.99,subscription
445,28,2025-07-26,34.99,subscription
446,28,2025-08-25,34.99,subscription
447,28,2025-09-24,34.99,subscription
448,28,2025-10-24,34.99,subscription
449,28,2025-11-23,27.99,subscription
450,28,2025-12-23,34.99,subscription
451,28,2026-01-22,34.99,subscription
452,28,2026-02-21,34.99,subscription
453,28,2026-03-23,27.99,subscription
454,29,2025-06-27,9.99,subscription
455,29,2025-07-27,9.99,subscription
456,29,2025-08-26,9.99,subscription
457,29,2025-09-25,9.99,subscription
458,29,2025-10-25,9.99,subscription
459,29,2025-11-24,9.99,subscription
460,29,2025-12-24,9.99,subscription
461,29,2026-01-23,9.99,subscription
462,29,2026-02-22,9.99,subscription
463,29,2026-03-05,7.7,add_on
464,29,2026-03-24,9.99,subscription
465,30,2025-07-28,34.99,subscription
466,30,2025-08-27,34.99,subscription
467,30,2025-09-11,13.3,add_on
468,30,2025-09-26,34.99,subscription
469,30,2025-10-26,34.99,subscription
470,30,2025-11-25,34.99,subscription
471,30,2025-12-25,34.99,subscription
472,30,2026-01-24,27.99,subscription
473,30,2026-02-23,34.99,subscription
474,30,2026-03-25,34.99,subscription
475,31,2024-09-08,34.99,subscription
476,31,2024-10-08,34.99,subscription
477,31,2024-11-07,34.99,subscription
478,31,2024-12-07,34.99,subscription
479,31,2025-01-06,34.99,subscription
480,31,2025-02-05,34.99,subscription
481,31,2025-03-07,34.99,subscription
482,31,2025-04-06,34.99,subscription
483,31,2025-05-06,34.99,subscription
484,31,2025-06-05,34.99,subscription
485,31,2025-07-05,34.99,subscription
486,31,2025-08-04,34.99,subscription
487,31,2025-09-03,27.99,subscription
488,31,2025-10-03,34.99,subscription
489,31,2025-11-02,34.99,subscription
490,31,2025-11-11,11.28,add_on
491,31,2025-12-02,34.99,subscription
492,31,2026-01-01,27.99,subscription
493,31,2026-01-31,34.99,subscription
494,31,2026-03-02,27.99,subscription
495,32,2024-03-18,9.99,subscription
496,32,2024-04-17,9.99,subscription
497,32,2024-05-17,9.99,subscription
498,32,2024-06-16,9.99,subscription
499,32,2024-07-16,7.99,subscription
500,32,2024-08-15,9.99,subscription
501,32,2024-09-14,9.99,subscription
502,32,2024-10-14,9.99,subscription
503,32,2024-11-13,9.99,subscription
504,32,2024-12-13,9.99,subscription
505,32,2025-01-12,9.99,subscription
506,32,2025-02-11,9.99,subscription
507,32,2025-02-28,20.18,add_on
508,32,2025-03-13,7.99,subscription
509,32,2025-04-12,9.99,subscription
510,32,2025-05-12,9.99,subscription
511,32,2025-06-11,7.99,subscription
512,32,2025-07-11,9.99,subscription
513,32,2025-08-10,9.99,subscription
514,32,2025-09-09,9.99,subscription
515,32,2025-09-26,6.31,add_on
516,32,2025-10-09,9.99,subscription
517,32,2025-11-08,9.99,subscription
518,32,2025-12-08,9.99,subscription
519,32,2026-01-07,9.99,subscription
520,32,2026-02-06,9.99,subscription
521,32,2026-03-08,9.99,subscription
522,33,2025-02-28,9.99,subscription
523,33,2025-03-30,9.99,subscription
524,33,2025-04-29,9.99,subscription
525,33,2025-05-29,9.99,subscription
526,33,2025-06-28,9.99,subscription
527,33,2025-07-28,9.99,subscription
528,33,2025-08-27,9.99,subscription
529,33,2025-09-26,7.99,subscription
530,34,2025-01-30,27.99,subscription
531,34,2025-02-05,5.15,add_on
532,34,2025-03-01,34.99,subscription
533,34,2025-03-31,34.99,subscription
534,34,2025-04-30,34.99,subscription
535,34,2025-05-30,34.99,subscription
536,34,2025-06-29,34.99,subscription
537,34,2025-07-29,34.99,subscription
538,34,2025-08-16,4.88,add_on
539,34,2025-08-28,34.99,subscription
540,34,2025-08-31,5.65,add_on
541,34,2025-09-27,34.99,subscription
542,34,2025-10-27,34.99,subscription
543,34,2025-11-26,34.99,subscription
544,34,2025-12-26,34.99,subscription
545,34,2026-01-25,34.99,subscription
546,34,2026-02-24,34.99,subscription
547,34,2026-03-10,17.79,add_on
548,34,2026-03-26,34.99,subscription
549,35,2024-08-15,34.99,subscription
550,35,2024-09-14,34.99,subscription
551,35,2024-10-14,34.99,subscription
552,35,2024-11-13,34.99,subscription
553,35,2024-12-13,34.99,subscription
554,35,2025-01-12,34.99,subscription
555,35,2025-02-11,34.99,subscription
556,35,2025-03-13,34.99,subscription
557,35,2025-04-12,34.99,subscription
558,35,2025-05-12,34.99,subscription
559,35,2025-06-11,27.99,subscription
560,35,2025-07-11,34.99,subscription
561,35,2025-08-10,27.99,subscription
562,36,2025-06-24,9.99,subscription
563,36,2025-07-24,9.99,subscription
564,36,2025-08-23,9.99,subscription
565,36,2025-09-22,9.99,subscription
566,36,2025-10-22,7.99,subscription
567,36,2025-11-21,9.99,subscription
568,36,2025-12-21,7.99,subscription
569,36,2026-01-20,7.99,subscription
570,36,2026-02-19,9.99,subscription
571,36,2026-03-21,9.99,subscription
572,37,2025-01-23,34.99,subscription
573,37,2025-02-22,34.99,subscription
574,37,2025-03-24,34.99,subscription
575,37,2025-04-23,34.99,subscription
576,37,2025-05-23,34.99,subscription
577,37,2025-06-22,34.99,subscription
578,37,2025-07-22,34.99,subscription
579,37,2025-08-21,34.99,subscription
580,37,2025-09-20,34.99,subscription
581,37,2025-10-20,34.99,subscription
582,37,2025-11-19,34.99,subscription
583,37,2025-12-19,27.99,subscription
584,37,2026-01-18,34.99,subscription
585,37,2026-02-17,34.99,subscription
586,37,2026-03-19,34.99,subscription
587,38,2024-05-25,15.99,subscription
588,38,2024-06-24,19.99,subscription
589,38,2024-07-24,19.99,subscription
590,38,2024-08-23,19.99,subscription
591,38,2024-09-22,19.99,subscription
592,38,2024-10-22,19.99,subscription
593,38,2024-11-21,19.99,subscription
594,38,2024-12-21,19.99,subscription
595,38,2025-01-20,19.99,subscription
596,38,2025-02-19,19.99,subscription
597,38,2025-03-21,19.99,subscription
598,38,2025-04-20,19.99,subscription
599,38,2025-05-20,19.99,subscription
600,38,2025-06-19,19.99,subscription
601,38,2025-07-19,19.99,subscription
602,38,2025-08-18,19.99,subscription
603,38,2025-09-17,19.99,subscription
604,38,2025-10-17,15.99,subscription
605,38,2025-10-29,10.21,add_on
606,38,2025-11-16,19.99,subscription
607,38,2025-12-16,19.99,subscription
608,38,2026-01-05,16.31,add_on
609,38,2026-01-15,19.99,subscription
610,38,2026-02-14,19.99,subscription
611,38,2026-03-16,19.99,subscription
612,39,2024-01-02,9.99,subscription
613,39,2024-02-01,9.99,subscription
614,39,2024-03-02,9.99,subscription
615,39,2024-04-01,9.99,subscription
616,39,2024-05-01,9.99,subscription
617,39,2024-05-03,16.19,add_on
618,39,2024-05-31,9.99,subscription
619,39,2024-06-30,9.99,subscription
620,39,2024-07-30,9.99,subscription
621,39,2024-08-09,6.23,add_on
622,39,2024-08-29,9.99,subscription
623,40,2024-04-27,34.99,subscription
624,40,2024-05-27,34.99,subscription
625,40,2024-06-26,34.99,subscription
626,40,2024-07-26,34.99,subscription
627,40,2024-08-25,34.99,subscription
628,40,2024-09-24,34.99,subscription
629,40,2024-10-24,34.99,subscription
630,40,2024-11-23,34.99,subscription
631,40,2024-11-29,9.25,add_on
632,41,2024-06-08,9.99,subscription
633,41,2024-07-08,9.99,subscription
634,41,2024-08-07,9.99,subscription
635,42,2025-04-01,9.99,subscription
636,42,2025-05-01,9.99,subscription
637,42,2025-05-31,9.99,subscription
638,42,2025-06-30,7.99,subscription
639,42,2025-07-30,9.99,subscription
640,42,2025-08-29,9.99,subscription
641,42,2025-09-28,9.99,subscription
642,42,2025-10-02,12.67,add_on
643,42,2025-10-28,9.99,subscription
644,42,2025-11-27,9.99,subscription
645,42,2025-12-27,9.99,subscription
646,42,2026-01-26,9.99,subscription
647,42,2026-02-25,9.99,subscription
648,42,2026-03-27,7.99,subscription
649,43,2025-06-09,34.99,subscription
650,43,2025-07-09,34.99,subscription
651,43,2025-08-08,34.99,subscription
652,43,2025-09-07,34.99,subscription
653,43,2025-10-07,34.99,subscription
654,43,2025-11-06,27.99,subscription
655,43,2025-12-06,34.99,subscription
656,43,2026-01-05,34.99,subscription
657,43,2026-02-04,34.99,subscription
658,43,2026-03-06,27.99,subscription
659,44,2024-03-08,19.99,subscription
660,44,2024-04-07,19.99,subscription
661,44,2024-05-07,15.99,subscription
662,44,2024-06-06,19.99,subscription
663,44,2024-07-06,19.99,subscription
664,44,2024-08-05,19.99,subscription
665,45,2024-06-02,34.99,subscription
666,45,2024-07-02,34.99,subscription
667,45,2024-08-01,34.99,subscription
668,45,2024-08-31,34.99,subscription
669,45,2024-09-16,23.54,add_on
670,45,2024-09-30,34.99,subscription
671,45,2024-10-30,34.99,subscription
672,45,2024-11-29,34.99,subscription
673,45,2024-12-29,34.99,subscription
674,45,2025-01-28,34.99,subscription
675,45,2025-02-27,34.99,subscription
676,45,2025-03-29,34.99,subscription
677,45,2025-04-28,34.99,subscription
678,45,2025-05-28,34.99,subscription
679,45,2025-06-27,34.99,subscription
680,45,2025-07-27,34.99,subscription
681,45,2025-08-26,34.99,subscription
682,45,2025-09-25,34.99,subscription
683,45,2025-10-25,34.99,subscription
684,45,2025-11-24,34.99,subscription
685,45,2025-12-24,34.99,subscription
686,45,2026-01-23,34.99,subscription
687,45,2026-02-22,34.99,subscription
688,45,2026-03-24,34.99,subscription
689,46,2025-02-28,27.99,subscription
690,46,2025-03-30,27.99,subscription
691,46,2025-04-29,27.99,subscription
692,46,2025-05-29,34.99,subscription
693,46,2025-06-28,34.99,subscription
694,46,2025-07-28,34.99,subscription
695,46,2025-08-27,34.99,subscription
696,46,2025-09-26,27.99,subscription
697,46,2025-10-26,34.99,subscription
698,46,2025-11-25,34.99,subscription
699,46,2025-12-25,34.99,subscription
700,46,2026-01-24,34.99,subscription
701,46,2026-02-23,34.99,subscription
702,46,2026-03-25,34.99,subscription
703,47,2024-10-30,19.99,subscription
704,47,2024-11-29,19.99,subscription
705,47,2024-12-29,19.99,subscription
706,47,2025-01-28,19.99,subscription
707,47,2025-02-27,19.99,subscription
708,47,2025-03-08,9.19,add_on
709,47,2025-03-29,19.99,subscription
710,47,2025-04-28,19.99,subscription
711,47,2025-05-28,19.99,subscription
712,48,2024-01-31,9.99,subscription
713,48,2024-03-01,7.99,subscription
714,48,2024-03-31,7.99,subscription
715,48,2024-04-30,9.99,subscription
716,48,2024-05-30,9.99,subscription
717,48,2024-06-18,4.95,add_on
718,48,2024-06-29,9.99,subscription
719,48,2024-07-29,9.99,subscription
720,48,2024-08-28,7.99,subscription
721,48,2024-09-16,16.65,add_on
722,48,2024-09-27,9.99,subscription
723,48,2024-10-27,9.99,subscription
724,48,2024-11-26,9.99,subscription
725,48,2024-12-07,4.45,add_on
726,48,2024-12-26,9.99,subscription
727,48,2025-01-25,9.99,subscription
728,48,2025-02-24,9.99,subscription
729,48,2025-03-26,9.99,subscription
730,48,2025-04-25,9.99,subscription
731,48,2025-05-25,9.99,subscription
732,48,2025-06-24,9.99,subscription
733,48,2025-07-24,9.99,subscription
734,48,2025-08-23,7.99,subscription
